text,sentiment_id,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Joking
متحدث وفاة 3 حالات بـ ,Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل 
.
وزارة الصحة تعلن تسجيل إصابة 157 جديدة بفيروس كورونا ..ليصل الإجمالي الى 1720 حالة.
.
السعوديه",Neutral,0,0,0,0,0,0,0,0,1,0
"الحمدلله ..
عدد المصابين الذين تعافوا \ ٩٩ \"" حالة ❤️",Positive,1,0,0,0,0,0,0,0,0,0
الله ياخذك ي كورونا خليتني استوي طباخه لأهلي,Negative,0,0,0,0,0,0,1,0,0,0
"
تعافى 99 شخص من في المملكة",Neutral,0,0,0,0,0,0,0,0,1,0
"وزارة الصحة تعلن تعافي 99 حالة من إصابة 
ولله الحمد",Positive,1,0,0,0,0,0,0,0,0,0
متحدث شفاء 99 حالات من لتصل حالات التعافي إلى 264 ,Neutral,0,0,0,0,0,0,0,0,1,0
"حتى السحره اللي يتصلون من افريقيا ماعاد اتصلو 
 ",Joking,0,0,0,0,0,0,0,0,0,1
" ..

تسجيل ١٥٧ حالة إصابة جديدة بفيروس في السعودية.",Neutral,0,0,0,0,0,0,0,0,1,0
"QT بي اول حاجه ح تعملا بعد تنتهي جائحة كورونا ؟ 
انا ح اشترك ٣ شهور في الجيم 🙌🏻💪🏻",Positive,1,0,0,0,0,0,0,0,0,0
"تسجيل ١٥٦ حالة لفايروس كورونا 
تسجيل ٩٩ حالة شفاء الحمدلله",Positive,1,0,0,0,0,0,0,0,0,0
متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة,Neutral,0,0,0,0,0,0,0,0,1,0
"الشيء المحزن انه هاي سنة من شبابنا عم بتضيع 😭
الحمدلله على كل شي و ان شاء الله تعدي عخير 
",Negative,0,0,0,0,0,1,0,0,0,0
عاجل | وزارة الصحة تسجيل 157 إصابة جديدة بفيروس كورونا ليرتفع الإجمالي إلى 1720,Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل ..

تسجيل ١٥٧ حالة إصابة جديدة بفيروس كورونا في السعودية.",Neutral,0,0,0,0,0,0,0,0,1,0
"🔴 
 
 :

📌 تسجيل 157 حالة جديدة مصابة بفيروس 
بـ 

 📌 تسجيل 78 حالة إضافية في ",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل🔴

تسجيل 157 حالة جديدة مصابة بفيروس الجديد بالمملكة منها 156 حالة بسبب المخالطة..",Neutral,0,0,0,0,0,0,0,0,1,0
١٥٦ حالة مخالطه واحنا لنا اسبوع حظر تجول ؟؟؟؟؟ شلون يعني شكله كورونا بيقضي على الحياة كلها,Negative,0,0,0,1,0,0,1,0,0,0
"عاجل..

شفاء ٩٩ حالة جديدة من فيروس كورونا في السعودية.

 ",Neutral,0,0,0,0,0,0,0,0,1,0
حاملة الطائرات الاميركية روزفلت اصبحت مصابة بڤيروس كورونا والتي تحمل على متنها 5000 جندي امريكي.. حجر من طريق المسلمين,Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل 🔴 
.

.

.
وزارة الصحة تعلن تسجيل 6 حالات وفاة جديدة بفيروس كورونا .. ليصل اجمالي حالات الوفاة الى 16 حالة.
.

.

.
السعوديه",Neutral,0,0,0,0,0,0,0,0,1,0
 تسجيل 157 حالات إصابة جديدة بفيروس في ,Neutral,0,0,0,0,0,0,0,0,1,0
"
الصحة تعلن عن تعافي 99 حالة جديدة
 من والحمدلله ..",Positive,1,0,0,0,0,0,0,0,0,0
"أسقط كورونا مسيرة حياة الفهد الفنية
صدق من قال لسانك حصانك
اللي ح يسقطك",Neutral,0,0,0,0,0,0,0,0,1,0
"🛑

تسجيل ١٥٧ حالة مصابة بفيروس 
منها ٧٨ حالة في ",Neutral,0,0,0,0,0,0,0,0,1,0
"إسرائيل تجري اختبارات سرية لإكتشاف تطعيم لفيروس ..

",Neutral,0,0,0,0,0,0,0,0,1,0
"لا أقليل من خطورة كورونا لكن الملعون يبدو فى أعين الكثير وخاصة أهل القلوب المريضة أنه:
بلاء ظاهره عذاب وباطنه رحمة كأصحاب اهل النار:",Negative,0,0,0,0,0,0,1,0,0,0
" 
متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة.

",Neutral,0,0,0,0,0,0,0,0,1,0
" 

متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة.",Neutral,0,0,0,0,0,0,0,0,1,0
"متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة ، و 99 حاله
تعافي .",Neutral,0,0,0,0,0,0,0,0,1,0
"(٢٦٤) حالة شفاء من كرونا بالمملكة ولله الحمد.
وهذا مبشر بالخير",Positive,1,0,0,0,0,0,0,0,0,0
الصحة : لايوجد اثبات ان الحر سيقتل فايروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0
"متحدث :

▪️تعافي 99حالة ويصبح المجوع 264

▪️ تسجيل 3 حالات وفاةومجموع السابقة13 وفيات

",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل 🛑
.

.

.
وزارة الصحة تعلن تسجيل 6 حالات وفاة جديدة بفيروس كورونا .. ليصل اجمالي حالات الوفاة الى 16 حالة.
.

.

.
السعوديه",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل ..

وفاة ٣ حالات بفيروس كورونا في السعودية.

 ",Neutral,0,0,0,0,0,0,0,0,1,0
"🔴
الصحة تعلن عن تسجيل 157 حالة جديدة ل ..
العدد الإجمالي للحالات: 1720 حالة.
نسأل الله لهم الشفاء العاجل.",Neutral,0,0,0,0,0,0,0,0,1,0
"
تسجيل 157 إصابة جديدة بفيروس في 
لم يتم تسجيل أي حالة جديدة في ",Neutral,0,0,0,0,0,0,0,0,1,0
 — الصحة السعودية: إجمالي عدد المتعافين من كورونا 264 حالة,Neutral,0,0,0,0,0,0,0,0,1,0
إجمالي عدد الوفيات بسبب في يصل إلى 16، و عدد المتعافين يصل لـ 264، بعد تعافي 99 حالة جديدة.,Neutral,0,0,0,0,0,0,0,0,1,0
"تسجيل ١٥٧ حالة مصابة بفيروس 
منها ٧٨ حالة في !!!",Neutral,0,0,0,0,0,0,0,0,1,0
"وزارة الصحة السعودية: 
تسجيل 157 حالة جديدة مصابة بفيروس كورونا",Neutral,0,0,0,0,0,0,0,0,1,0
علبطلاق دي سخانة ما يستحملها كائن من كان!! كورونا شنو البتنتشر في البلد دي!! لاحولالاحولا..,Negative,0,0,0,0,0,0,1,0,0,0
"متحدث 
شفاء 99 حالة من لتصل حالات التعافي إلى 264",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل 
وزارة الصحة تعلن تسجيل 6 حالات وفاة جديدة بفيروس كورونا .. ليصل اجمالي حالات الوفاة الى 16 حالة.

",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل ..

وفاة ٣ حالات بفيروس كورونا في السعودية.

 ",Neutral,0,0,0,0,0,0,0,0,1,0
" 
متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة.",Neutral,0,0,0,0,0,0,0,0,1,0
"الصحة : أرتفاع عدد الحالات المتعافية من فيروس على مستوى المملكة الى 204 حالة 
 
",Neutral,0,0,0,0,0,0,0,0,1,0
من كل قلبي قاعده انتظر اللحظه اللي يعلنون فيها عن شفاء اخر حالة كورونا بالعالم وانعدام المرض ونرجع لحياتنا الطبيعيه والروتين اليومي,Positive,1,0,0,0,0,0,0,0,0,0
"وزارة الصحة : تبوك تسجل حالتين جديدة اليوم مصابة بفيروس كورونا ... يصبح إجمالي عدد الحالات الإجمالي ثمانية مصابين 
",Neutral,0,0,0,0,0,0,0,0,1,0
"وزارة الصحة تعلن تسجيل 6 حالات وفاة جديدة بفيروس كورونا .. ليصل اجمالي حالات الوفاة الى 16 حالة.
.",Neutral,0,0,0,0,0,0,0,0,1,0
" 

متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة..",Neutral,0,0,0,0,0,0,0,0,1,0
حتى الطليان بطلوا يغنون ويرقصون من شرفاتهم اكتشفوا ان كورونا لا يمكن محاربته بالموسيقى,Neutral,0,0,0,0,0,0,0,0,0,0
"⁧ 
متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة.
⁧",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل ..

وفاة ٣ حالات بفيروس كورونا في السعودية.

 ",Neutral,0,0,0,0,0,0,0,0,1,0
" 
متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة.
،
",Neutral,0,0,0,0,0,0,0,0,1,0
 متحدث شفاء 99 حالة من حالات لتصل حالات التعافي إلى 264 حالة,Neutral,0,0,0,0,0,0,0,0,1,0
 | متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة.,Neutral,0,0,0,0,0,0,0,0,1,0
"⁧ 
متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة.
⁧",Neutral,0,0,0,0,0,0,0,0,1,0
متحدث الصحة : تسجيل ثلاث حالات وفاة جديدة وشفاء 99 حالات من فيروس كورونا لتصل حالات التعافي إلى 264,Neutral,0,0,0,0,0,0,0,0,1,0
"

وزارة الصحة : تعلن تسجيل 6 حالات وفاة جديدة بفيروس ، ليصل اجمالي حالات الوفاة الى 16 حالة.",Neutral,0,0,0,0,0,0,0,0,1,0
"وزارة الصحة تعلن تسجيل 6 حالات وفاة جديدة بفيروس كورونا .. ليصل اجمالي حالات الوفاة الى 16 حالة.
.

.",Neutral,0,0,0,0,0,0,0,0,1,0
 يحمل رسالة من رب الكون .. إذا لم تفهمها البشرية تعست وخابت وهلكت على ما عليه من باطل .. فعلي الأقل علينا ان نفهمها نحن,Neutral,0,0,0,0,0,0,0,0,0,0
 — الصحة السعودية: عدد الحالات المصابة بكورونا حتى الأن 1720,Neutral,0,0,0,0,0,0,0,0,1,0
متحدث شفاء 99 حالات من لتصل حالات التعافي إلى 264,Neutral,0,0,0,0,0,0,0,0,1,0
وماتزال المخالطة هي السبب الأول في انتشار كورونا في المملكة ..يبدو ان الحظر الكامل سيطبق .,Negative,0,0,0,0,1,0,1,0,0,0
مكتب إعلام الأسرى: إدارة سجن عوفر تغلق المعتقل بعد حالة توتر شديد إثر الإعلان عن إصابة أسير محرر بفيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0
متحدث يعلن تسجيل 157 إصابة جديدة بـ ليصل الإجمالي 1720,Neutral,0,0,0,0,0,0,0,0,1,0
متحدث شفاء 99 حالات من لتصل حالات التعافي إلى 264,Neutral,0,0,0,0,0,0,0,0,1,0
" 
.
.
متحدث وفاة 3 حالات بفايروس ",Neutral,0,0,0,0,0,0,0,0,1,0
"السعودية 🇸🇦 
⭕️ بلغ عدد مصابي 🦠 لـ 1720 بعد تسجيل عدد 157 إصابة جديدة",Neutral,0,0,0,0,0,0,0,0,1,0
اخبار كورونا تضيق الصدر .. اللي يبي راحته نصيحة لايسمع او يقرأ الاخبار ! اهم شي التزم بوسائل السلامة وتوكل على الله,Negative,0,0,0,1,1,0,0,0,0,0
"نصف سكان الكرة الأرضية في \الحجر المنزلي\"" بسبب كورونا و 76٪ من سكان الولايات المتحدة يلتزمون المنازل""",Neutral,0,0,0,0,0,0,0,0,1,0
" 
تعلن عن تسجيل 157 حالة جديدة ل 
 وتعافي 99 حالة جديدة ، وفاة 3 حالات ..",Neutral,0,0,0,0,0,0,0,0,1,0
" 
متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة.",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل 🔴 

وزارة الصحة تعلن شفاء 99 حالة جديدة من .. وإجمالي الحالات المتعافية يرتفع إلى 264 حالة ولله الحمد..",Neutral,0,0,0,0,0,0,0,0,1,0
"
المؤتمر الصحفي لوزارة الصحة السعودية حول تطورات كورونا


",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل ..

وفاة ٣ حالات بفيروس كورونا في السعودية.",Neutral,0,0,0,0,0,0,0,0,1,0
كورونا خلاص يرحملي اخوانك تكفى اسفين روح ترا اشتقت ياخي معد اتحمل,Negative,0,0,0,0,0,1,1,0,0,0
طبيب لبناني في مستشفى الروم يقول إنه تم شفاء ٣ مرضى من فيروس كورونا من خلال مزج دوائين,Neutral,0,0,0,0,0,0,0,0,1,0
صرت اخاف من الوقت هذا وتسجيل حالات كورونا 💔,Negative,0,0,0,0,1,1,0,0,0,0
أحس أكثر الشعوب اللي تضررت من كورنا الشعب الهندي مو من الفايروس من تمحيط الشرطة بالشوارع,Joking,0,0,0,0,0,0,0,0,0,1
"عاجل 🔴 
.

.

.
وزارة الصحة تعلن تسجيل 6 حالات وفاة جديدة بفيروس كورونا .. ليصل اجمالي حالات الوفاة الى 16 حالة.
.

.

.
السعوديه",Neutral,0,0,0,0,0,0,0,0,1,0
عاجل | تسجيل 157 إصابة جديدة بفيروس كورونا خلال 24 ساعة ليرتفع الإجمالي إلى 1720,Neutral,0,0,0,0,0,0,0,0,1,0
"
الصحة تعلن عن تسجيل 157 حالة جديدة ل ..
العدد الإجمالي للحالات: 1720 حالة.
نسأل الله لهم الشفاء العاجل.",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل 🔴
.

.

.
وزارة الصحة تُعلن تسجيل 157 إصابة جديدة بفيروس كورونا في السعوديه.
.

.

.
",Neutral,0,0,0,0,0,0,0,0,1,0
عاجل | الصحة السعودية: تعافي 99 حالة جديدة من فيروس كورونا بالمملكة ليصل العدد إلى 264 حالة,Neutral,0,0,0,0,0,0,0,0,1,0
" 🔵

متحدث :

تسجيل 6 حالات وفاة جديدة بفيروس كورونا .. ليصل اجمالي حالات الوفاة الى 16 حالة.

",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل 
.
وزارة الصحة تعلن تسجيل 6 حالات وفاة جديدة بفيروس كورونا .. ليصل اجمالي حالات الوفاة الى 16 حالة..
.
السعوديه",Neutral,0,0,0,0,0,0,0,0,1,0
شكرا كرونا خليتنا نحس بالنعم الي كنا غرقانين فيها بدون مانحس بقيمتها,Positive,1,1,0,0,0,0,0,0,0,0
"157 حالة جديدة مصابة منها 156
حالة بسبب المخالطة !! اذا ماارتفع
الوعي عند الناس القادم اسوء 🤦🏻‍♂️

 
",Negative,0,0,0,1,0,0,1,0,0,0
"من ال١٥٧ حالة ١٥٦ حالة مخالطة😳 يشباب الزموا بيوتكم لاتنفرط السبحة الله يستر ويحمينا ويحمي المسلمين يارب💔.
",Negative,0,0,0,0,1,0,0,0,0,0
"عاجل..

شفاء ٩٩ حالة جديدة من فيروس كورونا في السعودية.

 ",Neutral,0,0,0,0,0,0,0,0,1,0
 — الصحة السعودية تدعو إلى الابتعاد عن التجمعات وتقليل الحركة قدر الإمكان,Neutral,0,0,0,0,0,0,0,0,1,0
"هذي المرة العدد اكبر بسبب (المخالطة)!!
فهل من متعض؟ 
فهل من متعض؟
فهل من متعض؟ 
",Negative,0,0,0,0,1,0,1,0,0,0
عاجل - وزارة الصحة تسجيل 157 حالة جديدة مصابة بفيروس ,Neutral,0,0,0,0,0,0,0,0,1,0
"الحمد لله مع استمرار تسجيل حالات إصابة بفيروس يرتفع عدد الشفاء من الوباء

",Positive,1,0,0,0,0,0,0,0,0,0
متحدث التهاون في الالتزام بالتعليمات يزيد عدد الإصابات بـ ,Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل 🔴 

وزارة الصحة تعلن شفاء 99 حالة جديدة من فيروس الجديد ليصل إجمالي الحالات المتعافية إلى 264 حالة ..",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل..
.

⁧ شفاء 99 حالة من المصابين بفيروس كورونا",Neutral,0,0,0,0,0,0,0,0,1,0
"الحمد لله

تعافي ٩٩ حالة جديدة من والمجموع ٢٦٤ حالة 

الله يشفي الجميع🙏🏻",Positive,1,0,1,0,0,0,0,0,0,0
"

وزارة الصحة تعلن عن تعافي 99 حالة جديدة من ليرتفع عدد المتعافين إلى : 264 حالة. 
",Neutral,0,0,0,0,0,0,0,0,1,0
السعوديه : وزارة الصحة تعلن شفاء 99 حالة جديدة من .. وإجمالي الحالات المتعافية يرتفع إلى 264 حالة,Neutral,0,0,0,0,0,0,0,0,1,0
التعايش مع جائحة كورنا : الفرص والتحديات . بالتوفيق !,Neutral,0,0,0,0,0,0,0,0,0,0
الحمد لله... تعافي 99 حالة جديدة بالمملكة ليصل العدد إلى 264 حالة. عقبال الباقي إن شاء الله. ,Positive,1,0,0,0,0,0,0,0,0,0
"لدرجة أن البعض يقول أعبد الفرد لأجل 

",Negative,0,0,0,0,0,0,1,0,0,0
"١٦ حالة وفاة في السعودية بسبب فايروس كورونا ، ١٠ منها في المدينة 
+ تسجيل ٧٨ اصابة جديدة في المدينة",Neutral,0,0,0,0,0,0,0,0,1,0
توقيت كورونا عفس كل خططي اللي كنت راسمها لباقي السنة . . . والحين مالي خلق افكر مرة ثانية 🤣,Joking,0,0,0,0,0,0,0,0,0,1
" : مطالب بإنقاذ طاقم حاملة الطائرات تيودور بعد تفشي بينهم
",Neutral,0,0,0,0,0,0,0,0,1,0
تراهم الغوا كذبة ابريل عشان كورونا يعني اللي يكذب اليوم بنصدقه يعني الشكوى لله,Negative,0,0,0,1,0,1,0,0,0,0
السعودية: تعافي 99 حالة جديدة من فيروس كورونا المستجد ليصل العدد الإجمالي بذلك إلى 264 حالة متعافيه,Neutral,0,0,0,0,0,0,0,0,1,0
"متحدث وزارة الصحة: -
تسجيل 3 وفيات جديده بفايروس ",Neutral,0,0,0,0,0,0,0,0,1,0
 | : إجمالي عدد الحالات في المملكة بفيروس 1720 .,Neutral,0,0,0,0,0,0,0,0,1,0
وزارة الصحة : تبوك تسجل حالتين جديدة اليوم مصابة بفيروس كورونا ... يصبح إجمالي عدد الحالات الإجمالي ثمانية مصابين,Neutral,0,0,0,0,0,0,0,0,1,0
" : أرتفاع عدد الحالات المتعافية من فيروس على مستوى المملكة الى 264 حالة 
 
",Neutral,0,0,0,0,0,0,0,0,1,0
من كثر م اقرأ عن إذا صدعت صداع عادي اوسوس الين يفك الصداع 🙁 ..|,Negative,0,0,0,0,1,0,0,0,0,0
بعد تخلي عنها.. ترسل 20 طبيبا لمساعدة في أزمتها مع فيروس ,Neutral,0,0,0,0,0,0,0,0,1,0
لا اسمع لا ارى لا اتكلم ولا راح اشوف حالات كورونا,Negative,0,0,0,0,0,1,0,0,0,0
عاجل | وزارة الصحة تسجيل 6 وفيات جديدة بفيروس كورونا و99 حالة تعافي ليرتفع إجمالي المتعافين إلى 264,Neutral,0,0,0,0,0,0,0,0,1,0
اكثر شي ضحكني خاص الانستا ملييانن وفيه بعضهم يقولون شفيك مختفيه ليكون جاك كورونا بسم الله شفيكم تتفاولون علي,Joking,0,0,0,0,0,0,0,0,0,1
"من محاسن كورونا .. عودة الكاتب الكبير
 محمد الرطيان ، افقتدناه بشده 
كتاباته اصبحت من يومياتي الضرورية",Positive,1,0,0,0,0,0,0,0,0,0
"فيه حالات في وضع حرج، غير المتوفين... لا تنسونهم من الدعاء.

",Positive,0,0,1,0,0,0,0,0,0,0
"
 

الحمدلله 

الصحة تعلن عن تعافي 99 حالة جديدة من 
- عدد المتعافين ارتفع الى : 264 حالة.",Neutral,0,0,0,0,0,0,0,0,1,0
" | وزارة الصحة تسجيل 157 إصابة جديدة بفيروس وارتفاع الإجمالي إلى 1720

",Neutral,0,0,0,0,0,0,0,0,1,0
مارح تخلص كورونا الا وساجنين ناس كثير بسبب قلة الادب او التطاول!!,Neutral,0,0,0,0,0,0,0,0,0,0
"عاجل ..

وفاة ٣ حالات بفيروس كورونا في السعودية.

 ",Neutral,0,0,0,0,0,0,0,0,1,0
"متحدث الصحة: تعافي 99 حالة جديدة بالمملكة ليصل العدد إلى 264 حالة.

",Neutral,0,0,0,0,0,0,0,0,1,0
"
الصحة تعلن تسجيل 157 إصابة جديدة بفيروس لترفع الإصابات إلى 1720",Neutral,0,0,0,0,0,0,0,0,1,0
"🛑

تسجيل ١٥٧ حالة مصابة بفيروس 

منها ٧٨ حالة في 

حالات التعافي ٩٩ حالة",Neutral,0,0,0,0,0,0,0,0,1,0
عليهم من الله ما يستحقون ما كفاهم اغتصاب الارض وطمس الهوية والآن قتل بكورونا,Negative,0,0,0,0,0,0,1,1,0,0
"
متحدث الصحة: تسجيل 6 وفيات جديدة في المملكة، ليصل إجمالي عدد الوفيات إلى 16 حالة. 
 ",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل..

شفاء ٩٩ حالة جديدة من فيروس كورونا في السعودية.

 ",Neutral,0,0,0,0,0,0,0,0,1,0
 — الصحة السعودية: أي حالة مصابة تخضع للعزل فورا ويتم فحص المخالطين لها,Neutral,0,0,0,0,0,0,0,0,1,0
 و تمرير الأجندات بسلاسة و هاشتاجات 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾,Positive,1,0,0,0,0,0,0,0,0,0
 | : شفاء 99 حالة من بفيروس لتصل حالات التعافي إلى 264 .,Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل..

الصحة:

ارتفاع عدد حالات الشفاء من كورونا في السعودية إلى 264 حالة.

 ",Neutral,0,0,0,0,0,0,0,0,1,0
" الصحة السعودية: تعافى 99 مصابا بفيروس كورونا وإجمالي المتعافين يصل إلى 264 
",Neutral,0,0,0,0,0,0,0,0,1,0
متحدث التهاون في الالتزام بالتعليمات يزيد عدد الإصابات بـ ,Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل ..

تسجيل ١٥٧ حالة إصابة جديدة بفيروس كورونا في السعودية.",Neutral,0,0,0,0,0,0,0,0,1,0
"اكتشفوا في بني سويف 10 حالات اصابه بفيروس كورونا 
واتنقلوا لمستشفي العزل 15 مايو",Neutral,0,0,0,0,0,0,0,0,1,0
 تسجل 6 وفيات جديدة بـ ما يرفع إجمالي عدد الوفيات إلى 16 حالة ,Neutral,0,0,0,0,0,0,0,0,1,0
" السعودية: تسجيل 157 إصابة جديدة بفيروس كورونا 
",Neutral,0,0,0,0,0,0,0,0,1,0
كان كل حد يعيش في حالة ومايزقبش للاخر ومايتطفلش على خصوصيات الاخر تو نعيشو احسن عيشة حتى ولو كورونا تلعب بيناتنا,Negative,0,0,0,0,0,0,1,0,0,0
 — الصحة الأردنية: عدد المتعافين من الفيروس حتى الأن 30 شخصا,Neutral,0,0,0,0,0,0,0,0,1,0
" الصحة السعودية: تسجيل 157 إصابة جديدة بفيروس كورونا 
",Neutral,0,0,0,0,0,0,0,0,1,0
"جيرانا حبوبتهم سمعت انو كورونا 
بتقتل كبار السن بس 
ليها اسبوعين من ما تصبح 
تمسك الريموت وتشغل طيور الجنة 😂",Joking,0,0,0,0,0,0,0,0,0,1
أعلن الدكتور محمد العبدالعالي أنه تم رصد 157 حالة جديدة بفيروس كورونا المستجد في المملكة.,Neutral,0,0,0,0,0,0,0,0,1,0
" 
متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة.
 ",Neutral,0,0,0,0,0,0,0,0,1,0
 تسجيل ١٥٧ حالة إصابة جديدة بفيروس في ,Neutral,0,0,0,0,0,0,0,0,1,0
الصحة تسجل 3 حالات اصابة جديدة في جدة ليصل اجمالي الحالات المسجلة في جدة الى 225 حالة .,Neutral,0,0,0,0,0,0,0,0,1,0
فرانس برس: عدد الوفيات في أوروبا بسبب فيروس كورونا يتخطى حاجز 30 ألفا ...,Neutral,0,0,0,0,0,0,0,0,1,0
مشاهير الغرب ورجال الاعمال اتبرعوا لاجل مرضى كورونا وانتي قطوهم بالبر ..شتان بين العالم والجاهل ,Negative,0,0,0,0,0,1,1,0,0,0
 تعلن تسجيل 157 إصابة جديدة كورونا منها 156 حالة بسبب المخالطة ,Neutral,0,0,0,0,0,0,0,0,1,0
 — الصحة السعودية تطلب الالتزام بالعزل خلال فترة حضانة الفيروس,Neutral,0,0,0,0,0,0,0,0,1,0
منظمة الصحة AKA تيتا بتحكي لبابا ما يفحص عشان كورونا ما بدخل على العيل🙂,Neutral,0,0,0,0,0,0,0,0,0,0
"عاجل | الصحة تعلن تسجيل 157 حالة إصابة جديدة بفيروس 
",Neutral,0,0,0,0,0,0,0,0,1,0
"وباء العنصرية أشد مرضاً من وباء كورونا .

 
 

",Negative,0,0,0,0,0,1,1,0,0,0
"دراسة:
الرجال قلقون اكثر ليس من الموت بفايروس كورونا بقدر قلقهم على ما بعد الشفاء منه 😎",Neutral,0,0,0,0,0,0,0,0,0,0
"رغم ما تراه من تعاضد لكن الأنا تتضخم

 ",Negative,0,0,0,0,0,0,1,1,0,0
متحدث التهاون في الالتزام بالتعليمات يزيد عدد الإصابات بـ .,Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل ..

وفاة ٦ حالات بفيروس كورونا في السعودية.

 ",Neutral,0,0,0,0,0,0,0,0,1,0
" :
تعافي 99 حالة جديدة ليصل عدد حالات الشفاء إلى 264 حالة وتسجيل 157 حالة جديدة مصابة بفيروس كورونا .",Neutral,0,0,0,0,0,0,0,0,1,0
 | وزارة الصحة ارتفاع عدد المتعافين من فيروس إلى 264 بعد شفاء 99 حالة جديدة,Neutral,0,0,0,0,0,0,0,0,1,0
" ..

تسجيل ١٥٧ حالة إصابة جديدة بفيروس في .

 
 
 
 ",Neutral,0,0,0,0,0,0,0,0,1,0
🔴 وزيرة الصحة مي كيلة: إرسال 1500 مسحة خاصة بفحوصات كورونا إلى قطاع غزة,Neutral,0,0,0,0,0,0,0,0,1,0
افضل شي سويته اني ابتعدت عن اخبار كورونا المقرفة,Negative,0,0,0,1,0,1,1,0,0,0
كان توا مفيش كورونا راه اني توا في كاليفورنيا نوتي في روحي لي Coachella,Neutral,0,0,0,0,0,0,0,0,0,0
"ما رأيكم لو اتت كوارث اكثر فتكا من فيروس كورونا ...
الفاسدين سيهربون منها بسرعة .",Negative,0,0,0,1,0,0,1,1,0,0
"خلي بس تكمل أزمة الكورونا إن شاء الله،وما بدخل البيت إلا للضرورة القصوى..!
.
.
",Joking,0,0,0,0,0,0,0,0,0,1
"

شفاء ٩٩ حالة جديدة من فيروس كورونا في السعودية.

 
 
 
 ",Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل ..

تسجيل ١٥٧ حالة إصابة جديدة بفيروس كورونا في السعودية. ",Neutral,0,0,0,0,0,0,0,0,1,0
هل نشرت برتوكول للطريقه المتبعه في علاج هنا ب ؟؟,Neutral,0,0,0,0,0,0,0,0,0,0
"متحدث 

تسجيل 6 حالات وفاة جديدة ليصل إجمالي حالات الوفيات 16 حالة 

 
",Neutral,0,0,0,0,0,0,0,0,1,0
"تسجيل ١٥٧ حالة مصابة بفيروس 
منها ٧٨ حالة في 
نسأل الله السلامة ...",Neutral,0,0,0,0,0,0,0,0,1,0
 متحدث الصحة: تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، منها 156 حالة بسبب المخالطة ...,Neutral,0,0,0,0,0,0,0,0,1,0
"تسجيل 157 حالة جديدة مصابة بفيروس كورونا بالمملكة ، 

يارب لطفك ورحمتك",Neutral,0,0,0,0,0,0,0,0,1,0
